country_code,date,spread_vs_de
ES,2016-03-31,128.0
ES,2016-04-30,131.3
ES,2016-05-31,132.9
ES,2016-06-30,125.3
ES,2016-07-31,114.1
ES,2016-08-31,107.5
ES,2016-09-30,99.6
ES,2016-10-31,103.6
ES,2016-11-30,127.5
ES,2016-12-31,118.7
ES,2017-01-31,115.7
ES,2017-02-28,145.5
ES,2017-03-31,132.7
ES,2017-04-30,132.1
ES,2017-05-31,124.6
ES,2017-06-30,106.0
ES,2017-07-31,96.0
ES,2017-08-31,108.2
ES,2017-09-30,114.9
ES,2017-10-31,109.6
ES,2017-11-30,107.3
ES,2017-12-31,114.6
ES,2018-01-31,72.5
ES,2018-02-28,87.4
ES,2018-03-31,66.18
ES,2018-04-30,71.5
ES,2018-05-31,113.9
ES,2018-06-30,102.2
ES,2018-07-31,97.1
ES,2018-08-31,115.5
ES,2018-09-30,103.3
ES,2018-10-31,118.4
ES,2018-11-30,120.3
ES,2018-12-31,117.6
ES,2019-01-31,104.5
ES,2019-02-28,99.5
ES,2019-03-31,118.5
ES,2019-04-30,99.4
ES,2019-05-31,91.7
ES,2019-06-30,72.0
ES,2019-07-31,72.5
ES,2019-08-31,85.8
ES,2019-09-30,71.9
ES,2019-10-31,65.3
ES,2019-11-30,78.5
ES,2019-12-31,65.6
ES,2020-01-31,67.2
ES,2020-02-29,91.1
ES,2020-03-31,113.9
ES,2020-04-30,131.9
ES,2020-05-31,101.6
ES,2020-06-30,93.2
ES,2020-07-31,87.6
ES,2020-08-31,80.7
ES,2020-09-30,77.0
ES,2020-10-31,76.1
ES,2020-11-30,65.6
ES,2020-12-31,63.0
ES,2021-01-31,61.7
ES,2021-02-28,69.2
ES,2021-03-31,63.6
ES,2021-04-30,67.6
ES,2021-05-31,65.7
ES,2021-06-30,62.4
ES,2021-07-31,73.0
ES,2021-08-31,72.6
ES,2021-09-30,65.6
ES,2021-10-31,71.8
ES,2021-11-30,75.6
ES,2021-12-31,77.4
ES,2022-01-31,74.4
ES,2022-02-28,97.6
ES,2022-03-31,89.0
ES,2022-04-30,104.3
ES,2022-05-31,109.5
ES,2022-06-30,109.5
ES,2022-07-31,109.9
ES,2022-08-31,120.1
ES,2022-09-30,118.9
ES,2022-10-31,109.8
ES,2022-11-30,100.3
ES,2022-12-31,109.5
ES,2023-01-31,105.0
ES,2023-02-28,104.4
ES,2023-03-31,99.6
ES,2023-04-30,104.4
ES,2023-05-31,106.9
ES,2023-06-30,99.2
ES,2023-07-31,104.5
ES,2023-08-31,100.6
ES,2023-09-30,111.1
ES,2023-10-31,107.9
ES,2023-11-30,102.7
ES,2023-12-31,96.2
ES,2024-01-31,92.8
ES,2024-02-29,87.7
ES,2024-03-31,86.05
ES,2024-04-30,76.15
ES,2024-05-31,74.4
ES,2024-06-30,92.6
ES,2024-07-31,81.5
ES,2024-08-31,83.3
ES,2024-09-30,80.4
ES,2024-10-31,71.0
ES,2024-11-30,70.0
ES,2024-12-31,70.45
ES,2025-01-31,66.1
ES,2025-02-28,69.75
ES,2025-03-31,63.6
ES,2025-04-30,67.2
ES,2025-05-31,58.85
ES,2025-06-30,63.0
ES,2025-07-31,58.4
ES,2025-08-31,60.78
ES,2025-09-30,54.6
ES,2025-10-31,50.41
ES,2025-11-17,49.29
ES,2025-11-18,50.43
FI,1995-06-30,197.76
FI,1995-07-31,187.8
FI,1995-08-31,141.28
FI,1995-09-30,143.74
FI,1995-10-31,140.52
FI,1995-11-30,109.03
FI,1995-12-31,112.69
FI,1996-01-31,126.4
FI,1996-02-29,151.2
FI,1996-03-31,121.5
FI,1996-04-30,100.0
FI,1996-05-31,71.6
FI,1996-06-30,43.3
FI,1996-07-31,73.9
FI,1996-08-31,74.5
FI,1996-09-30,58.3
FI,1996-10-31,57.7
FI,1996-11-30,64.8
FI,1996-12-31,39.1
FI,1997-01-31,29.2
FI,1997-02-28,38.7
FI,1997-03-31,43.1
FI,1997-04-30,44.6
FI,1997-05-31,29.0
FI,1997-06-30,30.0
FI,1997-07-31,19.7
FI,1997-08-31,23.6
FI,1997-09-30,14.8
FI,1997-10-31,21.0
FI,1997-11-30,30.3
FI,1997-12-31,18.1
FI,1998-01-31,18.5
FI,1998-02-28,13.6
FI,1998-03-31,12.6
FI,1998-04-30,16.4
FI,1998-05-31,12.5
FI,1998-06-30,15.4
FI,1998-07-31,12.4
FI,1998-08-31,55.1
FI,1998-09-30,45.1
FI,1998-10-31,43.4
FI,1998-11-30,31.8
FI,1998-12-31,17.7
FI,1999-01-31,23.5
FI,1999-02-28,22.9
FI,1999-03-31,23.6
FI,1999-04-30,26.0
FI,1999-05-31,21.7
FI,1999-06-30,25.0
FI,1999-07-31,23.5
FI,1999-08-31,28.6
FI,1999-09-30,18.1
FI,1999-10-31,23.7
FI,1999-11-30,13.5
FI,1999-12-31,17.9
FI,2000-01-31,16.2
FI,2000-02-29,20.9
FI,2000-03-31,13.7
FI,2000-04-30,15.6
FI,2000-05-31,20.9
FI,2000-06-30,21.0
FI,2000-07-31,19.8
FI,2000-08-31,22.1
FI,2000-09-30,21.6
FI,2000-10-31,23.3
FI,2000-11-30,20.5
FI,2000-12-31,22.5
FI,2001-01-31,21.3
FI,2001-02-28,24.1
FI,2001-03-31,25.2
FI,2001-04-30,24.9
FI,2001-05-31,22.0
FI,2001-06-30,23.4
FI,2001-07-31,22.0
FI,2001-08-31,21.5
FI,2001-09-30,22.0
FI,2001-10-31,23.8
FI,2001-11-30,24.7
FI,2001-12-31,20.0
FI,2002-01-31,17.21
FI,2002-02-28,17.43
FI,2002-03-31,16.14
FI,2002-04-30,22.13
FI,2002-05-31,20.43
FI,2002-06-30,23.05
FI,2002-07-31,22.14
FI,2002-08-31,21.44
FI,2002-09-30,20.2
FI,2002-10-31,13.82
FI,2002-11-30,14.28
FI,2002-12-31,8.28
FI,2003-01-31,10.14
FI,2003-02-28,6.15
FI,2003-03-31,6.9
FI,2003-04-30,5.19
FI,2003-05-31,7.69
FI,2003-06-30,5.9
FI,2003-07-31,2.34
FI,2003-08-31,-1.37
FI,2003-09-30,1.02
FI,2003-10-31,-1.55
FI,2003-11-30,-0.11
FI,2003-12-31,-2.24
FI,2004-01-31,-2.31
FI,2004-02-29,-6.5
FI,2004-03-31,-4.1
FI,2004-04-30,-7.7
FI,2004-05-31,17.0
FI,2004-06-30,6.2
FI,2004-07-31,3.3
FI,2004-08-31,4.9
FI,2004-09-30,11.7
FI,2004-10-31,9.8
FI,2004-11-30,0.4
FI,2004-12-31,1.1
FI,2005-01-31,0.2
FI,2005-02-28,0.9
FI,2005-03-31,-5.0
FI,2005-04-30,0.8
FI,2005-05-31,-10.0
FI,2005-06-30,-11.5
FI,2005-07-31,-1.7
FI,2005-08-31,-10.2
FI,2005-09-30,-4.8
FI,2005-10-31,-7.8
FI,2005-11-30,-8.3
FI,2005-12-31,-5.9
FI,2006-01-31,-2.9
FI,2006-02-28,-8.2
FI,2006-03-31,-3.7
FI,2006-04-30,-5.1
FI,2006-05-31,10.5
FI,2006-06-30,5.2
FI,2006-07-31,3.7
FI,2006-08-31,-0.9
FI,2006-09-30,7.0
FI,2006-10-31,-0.5
FI,2006-11-30,1.6
FI,2006-12-31,4.6
FI,2007-01-31,3.3
FI,2007-02-28,6.4
FI,2007-03-31,5.0
FI,2007-04-30,-3.8
FI,2007-05-31,6.5
FI,2007-06-30,6.2
FI,2007-07-31,6.7
FI,2007-08-31,12.2
FI,2007-09-30,6.8
FI,2007-10-31,21.3
FI,2007-11-30,15.3
FI,2007-12-31,4.5
FI,2008-01-31,2.9
FI,2008-02-29,-2.4
FI,2008-03-31,15.7
FI,2008-04-30,30.2
FI,2008-05-31,20.5
FI,2008-06-30,25.8
FI,2008-07-31,24.9
FI,2008-08-31,29.3
FI,2008-09-30,35.8
FI,2008-10-31,53.9
FI,2008-11-30,52.8
FI,2008-12-31,53.1
FI,2009-01-31,77.6
FI,2009-02-28,80.8
FI,2009-03-31,75.6
FI,2009-04-30,53.9
FI,2009-05-31,43.9
FI,2009-06-30,42.2
FI,2009-07-31,32.1
FI,2009-08-31,32.5
FI,2009-09-30,30.3
FI,2009-10-31,29.7
FI,2009-11-30,26.0
FI,2009-12-31,16.2
FI,2010-01-31,23.9
FI,2010-02-28,15.1
FI,2010-03-31,24.6
FI,2010-04-30,21.7
FI,2010-05-31,22.7
FI,2010-06-30,31.8
FI,2010-07-31,21.5
FI,2010-08-31,27.2
FI,2010-09-30,25.3
FI,2010-10-31,22.1
FI,2010-11-30,29.2
FI,2010-12-31,20.1
FI,2011-01-31,19.3
FI,2011-02-28,20.0
FI,2011-03-31,21.7
FI,2011-04-30,17.2
FI,2011-05-31,28.5
FI,2011-06-30,31.0
FI,2011-07-31,39.3
FI,2011-08-31,44.6
FI,2011-09-30,45.6
FI,2011-10-31,44.1
FI,2011-11-30,56.1
FI,2011-12-31,49.5
FI,2012-01-31,45.6
FI,2012-02-29,42.6
FI,2012-03-31,48.8
FI,2012-04-30,41.3
FI,2012-05-31,28.2
FI,2012-06-30,32.7
FI,2012-07-31,14.7
FI,2012-08-31,12.4
FI,2012-09-30,32.1
FI,2012-10-31,24.1
FI,2012-11-30,27.5
FI,2012-12-31,20.5
FI,2013-01-31,19.1
FI,2013-02-28,21.2
FI,2013-03-31,27.0
FI,2013-04-30,26.6
FI,2013-05-31,23.1
FI,2013-06-30,29.1
FI,2013-07-31,25.4
FI,2013-08-31,27.9
FI,2013-09-30,22.6
FI,2013-10-31,20.7
FI,2013-11-30,20.8
FI,2013-12-31,20.9
FI,2014-01-31,11.8
FI,2014-02-28,29.7
FI,2014-03-31,30.0
FI,2014-04-30,29.2
FI,2014-05-31,25.0
FI,2014-06-30,19.4
FI,2014-07-31,12.9
FI,2014-08-31,16.3
FI,2014-09-30,11.0
FI,2014-10-31,11.3
FI,2014-11-30,7.4
FI,2014-12-31,10.9
FI,2015-01-31,3.1
FI,2015-02-28,12.8
FI,2015-03-31,14.1
FI,2015-04-30,11.2
FI,2015-05-31,15.0
FI,2015-06-30,23.8
FI,2015-07-31,15.6
FI,2015-08-31,18.0
FI,2015-09-30,28.0
FI,2015-10-31,25.5
FI,2015-11-30,25.2
FI,2015-12-31,19.66
FI,2016-01-31,24.6
FI,2016-02-29,31.3
FI,2016-03-31,28.5
FI,2016-04-30,29.8
FI,2016-05-31,27.0
FI,2016-06-30,28.4
FI,2016-07-31,14.4
FI,2016-08-31,13.4
FI,2016-09-30,14.5
FI,2016-10-31,12.9
FI,2016-11-30,18.7
FI,2016-12-31,14.9
FI,2017-01-31,18.2
FI,2017-02-28,14.6
FI,2017-03-31,11.6
FI,2017-04-30,8.8
FI,2017-05-31,5.2
FI,2017-06-30,3.7
FI,2017-07-31,0.2
FI,2017-08-31,-0.9
FI,2017-09-30,16.1
FI,2017-10-31,15.3
FI,2017-11-30,15.0
FI,2017-12-31,17.9
FI,2018-01-31,11.8
FI,2018-02-28,11.7
FI,2018-03-31,10.21
FI,2018-04-30,14.5
FI,2018-05-31,26.7
FI,2018-06-30,23.6
FI,2018-07-31,15.6
FI,2018-08-31,18.9
FI,2018-09-30,25.2
FI,2018-10-31,26.1
FI,2018-11-30,28.6
FI,2018-12-31,30.0
FI,2019-01-31,25.5
FI,2019-02-28,25.8
FI,2019-03-31,33.8
FI,2019-04-30,32.0
FI,2019-05-31,35.0
FI,2019-06-30,29.9
FI,2019-07-31,23.9
FI,2019-08-31,28.6
FI,2019-09-30,26.6
FI,2019-10-31,24.0
FI,2019-11-30,24.3
FI,2019-12-31,23.5
FI,2020-01-31,20.2
FI,2020-02-29,26.4
FI,2020-03-31,43.4
FI,2020-04-30,41.7
FI,2020-05-31,27.8
FI,2020-06-30,20.7
FI,2020-07-31,19.4
FI,2020-08-31,13.2
FI,2020-09-30,20.0
FI,2020-10-31,20.4
FI,2020-11-30,19.7
FI,2020-12-31,16.7
FI,2021-01-31,18.1
FI,2021-02-28,19.9
FI,2021-03-31,18.5
FI,2021-04-30,20.3
FI,2021-05-31,19.0
FI,2021-06-30,16.8
FI,2021-07-31,17.8
FI,2021-08-31,17.1
FI,2021-09-30,16.2
FI,2021-10-31,25.2
FI,2021-11-30,26.3
FI,2021-12-31,27.0
FI,2022-01-31,25.3
FI,2022-02-28,38.5
FI,2022-03-31,34.6
FI,2022-04-30,41.5
FI,2022-05-31,44.6
FI,2022-06-30,45.4
FI,2022-07-31,39.6
FI,2022-08-31,46.3
FI,2022-09-30,68.3
FI,2022-10-31,64.6
FI,2022-11-30,58.6
FI,2022-12-31,53.3
FI,2023-01-31,54.9
FI,2023-02-28,55.0
FI,2023-03-31,55.1
FI,2023-04-30,59.5
FI,2023-05-31,59.8
FI,2023-06-30,57.1
FI,2023-07-31,59.3
FI,2023-08-31,55.5
FI,2023-09-30,60.3
FI,2023-10-31,61.9
FI,2023-11-30,57.2
FI,2023-12-31,55.3
FI,2024-01-31,50.1
FI,2024-02-29,46.1
FI,2024-03-31,48.65
FI,2024-04-30,43.25
FI,2024-05-31,47.1
FI,2024-06-30,54.9
FI,2024-07-31,48.5
FI,2024-08-31,44.9
FI,2024-09-30,46.6
FI,2024-10-31,43.05
FI,2024-11-30,41.95
FI,2024-12-31,39.75
FI,2025-01-31,34.7
FI,2025-02-28,29.75
FI,2025-03-31,27.3
FI,2025-04-30,31.1
FI,2025-05-31,44.4
FI,2025-06-30,43.4
FI,2025-07-31,39.1
FI,2025-08-31,39.58
FI,2025-09-30,38.3
FI,2025-10-31,35.91
FI,2025-11-17,34.39
FI,2025-11-18,34.73
FR,1995-06-30,72.06
FR,1995-07-31,66.8
FR,1995-08-31,69.68
FR,1995-09-30,87.54
FR,1995-10-31,85.82
FR,1995-11-30,76.53
FR,1995-12-31,67.89
FR,1996-01-31,47.9
FR,1996-02-29,31.5
FR,1996-03-31,16.3
FR,1996-04-30,5.4
FR,1996-05-31,-0.5
FR,1996-06-30,-10.8
FR,1996-07-31,4.0
FR,1996-08-31,12.5
FR,1996-09-30,2.3
FR,1996-10-31,-2.0
FR,1996-11-30,-3.0
FR,1996-12-31,1.7
FR,1997-01-31,-19.8
FR,1997-02-28,-7.6
FR,1997-03-31,-17.9
FR,1997-04-30,-6.1
FR,1997-05-31,-13.1
FR,1997-06-30,-8.3
FR,1997-07-31,-9.4
FR,1997-08-31,-9.0
FR,1997-09-30,-4.0
FR,1997-10-31,2.4
FR,1997-11-30,0.4
FR,1997-12-31,-2.2
FR,1998-01-31,5.0
FR,1998-02-28,4.0
FR,1998-03-31,6.6
FR,1998-04-30,13.4
FR,1998-05-31,5.4
FR,1998-06-30,6.5
FR,1998-07-31,5.2
FR,1998-08-31,12.4
FR,1998-09-30,11.7
FR,1998-10-31,14.1
FR,1998-11-30,8.7
FR,1998-12-31,3.7
FR,1999-01-31,9.5
FR,1999-02-28,9.9
FR,1999-03-31,11.6
FR,1999-04-30,12.6
FR,1999-05-31,13.1
FR,1999-06-30,8.0
FR,1999-07-31,3.5
FR,1999-08-31,-0.4
FR,1999-09-30,2.1
FR,1999-10-31,15.7
FR,1999-11-30,12.5
FR,1999-12-31,12.9
FR,2000-01-31,12.2
FR,2000-02-29,16.9
FR,2000-03-31,14.7
FR,2000-04-30,2.6
FR,2000-05-31,29.3
FR,2000-06-30,12.7
FR,2000-07-31,19.8
FR,2000-08-31,23.9
FR,2000-09-30,16.0
FR,2000-10-31,19.0
FR,2000-11-30,19.4
FR,2000-12-31,14.2
FR,2001-01-31,13.0
FR,2001-02-28,14.3
FR,2001-03-31,16.3
FR,2001-04-30,16.7
FR,2001-05-31,13.4
FR,2001-06-30,14.2
FR,2001-07-31,12.2
FR,2001-08-31,12.5
FR,2001-09-30,9.9
FR,2001-10-31,11.7
FR,2001-11-30,10.3
FR,2001-12-31,7.4
FR,2002-01-31,9.11
FR,2002-02-28,8.93
FR,2002-03-31,9.24
FR,2002-04-30,7.53
FR,2002-05-31,7.73
FR,2002-06-30,8.65
FR,2002-07-31,7.84
FR,2002-08-31,8.74
FR,2002-09-30,6.8
FR,2002-10-31,9.42
FR,2002-11-30,6.98
FR,2002-12-31,5.68
FR,2003-01-31,5.24
FR,2003-02-28,6.45
FR,2003-03-31,3.7
FR,2003-04-30,3.49
FR,2003-05-31,10.49
FR,2003-06-30,4.9
FR,2003-07-31,-0.56
FR,2003-08-31,1.23
FR,2003-09-30,-1.38
FR,2003-10-31,-2.55
FR,2003-11-30,-3.21
FR,2003-12-31,0.76
FR,2004-01-31,2.19
FR,2004-02-29,-2.5
FR,2004-03-31,6.4
FR,2004-04-30,2.5
FR,2004-05-31,8.1
FR,2004-06-30,-2.2
FR,2004-07-31,-4.0
FR,2004-08-31,-3.8
FR,2004-09-30,8.6
FR,2004-10-31,6.4
FR,2004-11-30,-3.2
FR,2004-12-31,-0.7
FR,2005-01-31,-0.5
FR,2005-02-28,5.0
FR,2005-03-31,-1.5
FR,2005-04-30,5.8
FR,2005-05-31,-4.6
FR,2005-06-30,-6.2
FR,2005-07-31,7.5
FR,2005-08-31,-0.3
FR,2005-09-30,4.1
FR,2005-10-31,1.0
FR,2005-11-30,0.3
FR,2005-12-31,2.0
FR,2006-01-31,2.9
FR,2006-02-28,-0.9
FR,2006-03-31,3.3
FR,2006-04-30,0.9
FR,2006-05-31,7.2
FR,2006-06-30,1.6
FR,2006-07-31,0.7
FR,2006-08-31,-4.8
FR,2006-09-30,3.5
FR,2006-10-31,-3.4
FR,2006-11-30,0.4
FR,2006-12-31,4.1
FR,2007-01-31,4.0
FR,2007-02-28,8.4
FR,2007-03-31,6.3
FR,2007-04-30,-3.2
FR,2007-05-31,6.4
FR,2007-06-30,4.7
FR,2007-07-31,6.5
FR,2007-08-31,11.8
FR,2007-09-30,10.2
FR,2007-10-31,21.5
FR,2007-11-30,16.5
FR,2007-12-31,5.2
FR,2008-01-31,4.6
FR,2008-02-29,0.0
FR,2008-03-31,21.9
FR,2008-04-30,21.0
FR,2008-05-31,15.2
FR,2008-06-30,19.7
FR,2008-07-31,18.0
FR,2008-08-31,20.1
FR,2008-09-30,34.7
FR,2008-10-31,37.5
FR,2008-11-30,46.0
FR,2008-12-31,38.1
FR,2009-01-31,48.8
FR,2009-02-28,53.1
FR,2009-03-31,63.5
FR,2009-04-30,43.3
FR,2009-05-31,37.8
FR,2009-06-30,35.5
FR,2009-07-31,28.8
FR,2009-08-31,30.0
FR,2009-09-30,29.6
FR,2009-10-31,31.6
FR,2009-11-30,26.7
FR,2009-12-31,21.6
FR,2010-01-31,28.0
FR,2010-02-28,32.3
FR,2010-03-31,34.0
FR,2010-04-30,27.3
FR,2010-05-31,26.1
FR,2010-06-30,51.9
FR,2010-07-31,28.7
FR,2010-08-31,34.9
FR,2010-09-30,40.3
FR,2010-10-31,41.9
FR,2010-11-30,47.9
FR,2010-12-31,40.1
FR,2011-01-31,37.6
FR,2011-02-28,37.4
FR,2011-03-31,35.0
FR,2011-04-30,35.8
FR,2011-05-31,39.6
FR,2011-06-30,47.9
FR,2011-07-31,69.5
FR,2011-08-31,67.2
FR,2011-09-30,71.6
FR,2011-10-31,109.0
FR,2011-11-30,110.6
FR,2011-12-31,133.6
FR,2012-01-31,125.7
FR,2012-02-29,118.2
FR,2012-03-31,108.6
FR,2012-04-30,132.3
FR,2012-05-31,113.1
FR,2012-06-30,108.9
FR,2012-07-31,82.1
FR,2012-08-31,81.3
FR,2012-09-30,76.1
FR,2012-10-31,77.8
FR,2012-11-30,68.2
FR,2012-12-31,68.9
FR,2013-01-31,58.5
FR,2013-02-28,71.4
FR,2013-03-31,74.5
FR,2013-04-30,49.9
FR,2013-05-31,56.3
FR,2013-06-30,61.9
FR,2013-07-31,56.6
FR,2013-08-31,60.8
FR,2013-09-30,54.3
FR,2013-10-31,56.1
FR,2013-11-30,53.8
FR,2013-12-31,49.1
FR,2014-01-31,58.1
FR,2014-02-28,57.4
FR,2014-03-31,52.1
FR,2014-04-30,49.8
FR,2014-05-31,41.1
FR,2014-06-30,34.4
FR,2014-07-31,38.1
FR,2014-08-31,36.8
FR,2014-09-30,34.7
FR,2014-10-31,34.2
FR,2014-11-30,27.0
FR,2014-12-31,29.6
FR,2015-01-31,24.4
FR,2015-02-28,20.3
FR,2015-03-31,29.2
FR,2015-04-30,28.5
FR,2015-05-31,32.4
FR,2015-06-30,43.0
FR,2015-07-31,29.2
FR,2015-08-31,32.2
FR,2015-09-30,31.1
FR,2015-10-31,36.4
FR,2015-11-30,32.13
FR,2015-12-31,35.9
FR,2016-01-31,32.04
FR,2016-02-29,35.65
FR,2016-03-31,25.52
FR,2016-04-30,37.07
FR,2016-05-31,33.93
FR,2016-06-30,32.78
FR,2016-07-31,23.19
FR,2016-08-31,22.33
FR,2016-09-30,23.59
FR,2016-10-31,31.5
FR,2016-11-30,45.6
FR,2016-12-31,47.8
FR,2017-01-31,59.1
FR,2017-02-28,67.6
FR,2017-03-31,63.5
FR,2017-04-30,43.6
FR,2017-05-31,41.96
FR,2017-06-30,35.14
FR,2017-07-31,27.31
FR,2017-08-31,30.12
FR,2017-09-30,28.64
FR,2017-10-31,39.48
FR,2017-11-30,30.84
FR,2017-12-31,36.1
FR,2018-01-31,28.13
FR,2018-02-28,27.2
FR,2018-03-31,22.7
FR,2018-04-30,23.79
FR,2018-05-31,33.42
FR,2018-06-30,36.5
FR,2018-07-31,29.28
FR,2018-08-31,35.87
FR,2018-09-30,33.91
FR,2018-10-31,36.7
FR,2018-11-30,36.92
FR,2018-12-31,46.4
FR,2019-01-31,40.14
FR,2019-02-28,38.83
FR,2019-03-31,39.11
FR,2019-04-30,35.98
FR,2019-05-31,41.24
FR,2019-06-30,31.99
FR,2019-07-31,25.3
FR,2019-08-31,29.76
FR,2019-09-30,29.68
FR,2019-10-31,30.4
FR,2019-11-30,30.5
FR,2019-12-31,30.9
FR,2020-01-31,25.9
FR,2020-02-29,32.5
FR,2020-03-31,45.8
FR,2020-04-30,48.4
FR,2020-05-31,37.2
FR,2020-06-30,34.44
FR,2020-07-31,33.54
FR,2020-08-31,30.75
FR,2020-09-30,27.76
FR,2020-10-31,28.39
FR,2020-11-30,24.92
FR,2020-12-31,23.39
FR,2021-01-31,24.28
FR,2021-02-28,25.39
FR,2021-03-31,24.94
FR,2021-04-30,35.6
FR,2021-05-31,35.5
FR,2021-06-30,33.4
FR,2021-07-31,35.6
FR,2021-08-31,35.2
FR,2021-09-30,35.0
FR,2021-10-31,37.6
FR,2021-11-30,35.6
FR,2021-12-31,37.3
FR,2022-01-31,41.3
FR,2022-02-28,46.0
FR,2022-03-31,43.1
FR,2022-04-30,52.5
FR,2022-05-31,52.0
FR,2022-06-30,59.0
FR,2022-07-31,55.8
FR,2022-08-31,61.5
FR,2022-09-30,61.0
FR,2022-10-31,52.8
FR,2022-11-30,46.1
FR,2022-12-31,55.1
FR,2023-01-31,47.6
FR,2023-02-28,48.5
FR,2023-03-31,48.6
FR,2023-04-30,57.2
FR,2023-05-31,57.9
FR,2023-06-30,54.3
FR,2023-07-31,55.9
FR,2023-08-31,51.0
FR,2023-09-30,57.7
FR,2023-10-31,62.3
FR,2023-11-30,57.9
FR,2023-12-31,52.9
FR,2024-01-31,50.0
FR,2024-02-29,47.6
FR,2024-03-31,50.85
FR,2024-04-30,48.82
FR,2024-05-31,49.98
FR,2024-06-30,80.3
FR,2024-07-31,71.1
FR,2024-08-31,72.2
FR,2024-09-30,79.3
FR,2024-10-31,74.3
FR,2024-11-30,80.5
FR,2024-12-31,83.45
FR,2025-01-31,74.15
FR,2025-02-28,75.35
FR,2025-03-31,71.7
FR,2025-04-30,72.6
FR,2025-05-31,65.65
FR,2025-06-30,69.2
FR,2025-07-31,65.5
FR,2025-08-31,79.01
FR,2025-09-30,82.35
FR,2025-10-31,78.39
FR,2025-11-17,73.71
FR,2025-11-18,75.03
GR,1998-03-31,309.6
GR,1998-04-30,291.4
GR,1998-05-31,290.5
GR,1998-06-30,302.4
GR,1998-07-31,281.4
GR,1998-08-31,420.1
GR,1998-09-30,443.1
GR,1998-10-31,386.4
GR,1998-11-30,357.8
GR,1998-12-31,305.7
GR,1999-01-31,248.6
GR,1999-02-28,205.0
GR,1999-03-31,204.0
GR,1999-04-30,199.4
GR,1999-05-31,172.1
GR,1999-06-30,171.4
GR,1999-07-31,173.6
GR,1999-08-31,167.3
GR,1999-09-30,162.1
GR,1999-10-31,202.4
GR,1999-11-30,135.4
GR,1999-12-31,102.9
GR,2000-01-31,101.4
GR,2000-02-29,93.9
GR,2000-03-31,97.9
GR,2000-04-30,81.7
GR,2000-05-31,99.9
GR,2000-06-30,85.7
GR,2000-07-31,83.5
GR,2000-08-31,78.5
GR,2000-09-30,80.0
GR,2000-10-31,72.6
GR,2000-11-30,69.9
GR,2000-12-31,59.4
GR,2001-01-31,57.2
GR,2001-02-28,57.4
GR,2001-03-31,59.9
GR,2001-04-30,53.4
GR,2001-05-31,46.9
GR,2001-06-30,46.6
GR,2001-07-31,48.2
GR,2001-08-31,45.2
GR,2001-09-30,42.3
GR,2001-10-31,48.1
GR,2001-11-30,43.6
GR,2001-12-31,28.3
GR,2002-01-31,40.51
GR,2002-02-28,36.33
GR,2002-03-31,33.54
GR,2002-04-30,32.73
GR,2002-05-31,26.43
GR,2002-06-30,30.95
GR,2002-07-31,40.44
GR,2002-08-31,31.64
GR,2002-09-30,34.7
GR,2002-10-31,32.52
GR,2002-11-30,25.78
GR,2002-12-31,24.08
GR,2003-01-31,26.94
GR,2003-02-28,29.65
GR,2003-03-31,26.6
GR,2003-04-30,26.09
GR,2003-05-31,15.29
GR,2003-06-30,17.1
GR,2003-07-31,3.04
GR,2003-08-31,12.03
GR,2003-09-30,17.62
GR,2003-10-31,13.25
GR,2003-11-30,7.79
GR,2003-12-31,13.26
GR,2004-01-31,22.39
GR,2004-02-29,18.2
GR,2004-03-31,25.2
GR,2004-04-30,22.5
GR,2004-05-31,21.9
GR,2004-06-30,17.6
GR,2004-07-31,16.1
GR,2004-08-31,17.6
GR,2004-09-30,23.2
GR,2004-10-31,18.7
GR,2004-11-30,8.7
GR,2004-12-31,11.8
GR,2005-01-31,9.1
GR,2005-02-28,20.3
GR,2005-03-31,16.7
GR,2005-04-30,28.5
GR,2005-05-31,18.1
GR,2005-06-30,18.1
GR,2005-07-31,24.3
GR,2005-08-31,16.4
GR,2005-09-30,21.3
GR,2005-10-31,18.5
GR,2005-11-30,18.5
GR,2005-12-31,23.0
GR,2006-01-31,31.1
GR,2006-02-28,25.3
GR,2006-03-31,30.4
GR,2006-04-30,30.1
GR,2006-05-31,37.1
GR,2006-06-30,32.2
GR,2006-07-31,31.1
GR,2006-08-31,25.7
GR,2006-09-30,32.4
GR,2006-10-31,22.0
GR,2006-11-30,25.3
GR,2006-12-31,27.9
GR,2007-01-31,26.9
GR,2007-02-28,28.6
GR,2007-03-31,24.4
GR,2007-04-30,17.7
GR,2007-05-31,23.7
GR,2007-06-30,24.9
GR,2007-07-31,34.2
GR,2007-08-31,36.5
GR,2007-09-30,26.8
GR,2007-10-31,40.6
GR,2007-11-30,39.0
GR,2007-12-31,26.0
GR,2008-01-31,28.6
GR,2008-02-29,34.3
GR,2008-03-31,55.8
GR,2008-04-30,46.2
GR,2008-05-31,52.5
GR,2008-06-30,66.9
GR,2008-07-31,64.9
GR,2008-08-31,69.9
GR,2008-09-30,93.1
GR,2008-10-31,155.1
GR,2008-11-30,156.1
GR,2008-12-31,225.2
GR,2009-01-31,250.1
GR,2009-02-28,250.6
GR,2009-03-31,273.9
GR,2009-04-30,216.3
GR,2009-05-31,192.4
GR,2009-06-30,168.9
GR,2009-07-31,123.5
GR,2009-08-31,127.9
GR,2009-09-30,129.5
GR,2009-10-31,145.8
GR,2009-11-30,183.9
GR,2009-12-31,237.6
