country,country_code,type,ticker,yield,date
AU,AU,52W,AU52W,4.59,2003-02-28
AU,AU,52W,AU52W,4.58,2003-03-31
AU,AU,52W,AU52W,4.59,2003-04-30
AU,AU,52W,AU52W,4.465,2003-05-31
AU,AU,52W,AU52W,4.37,2003-06-30
AU,AU,52W,AU52W,4.595,2003-07-31
AU,AU,52W,AU52W,4.795,2003-08-31
AU,AU,52W,AU52W,4.92,2003-09-30
AU,AU,52W,AU52W,5.185,2003-10-31
AU,AU,52W,AU52W,5.495,2003-11-30
AU,AU,52W,AU52W,5.285,2003-12-31
AU,AU,52W,AU52W,5.31,2004-01-31
AU,AU,52W,AU52W,5.345,2004-02-29
AU,AU,52W,AU52W,5.24,2004-03-31
AU,AU,52W,AU52W,5.335,2004-04-30
AU,AU,52W,AU52W,5.26,2004-05-31
AU,AU,52W,AU52W,5.23,2004-06-30
AU,AU,52W,AU52W,5.25,2004-07-31
AU,AU,52W,AU52W,5.22,2004-08-31
AU,AU,52W,AU52W,5.17,2004-09-30
AU,AU,52W,AU52W,5.11,2004-10-31
AU,AU,52W,AU52W,5.1,2004-11-30
AU,AU,52W,AU52W,5.11,2004-12-31
AU,AU,52W,AU52W,5.22,2005-01-31
AU,AU,52W,AU52W,5.515,2005-02-28
AU,AU,52W,AU52W,5.645,2005-03-31
AU,AU,52W,AU52W,5.245,2005-04-30
AU,AU,52W,AU52W,5.25,2005-05-31
AU,AU,52W,AU52W,5.15,2005-06-30
AU,AU,52W,AU52W,5.19,2005-07-31
AU,AU,52W,AU52W,5.135,2005-08-31
AU,AU,52W,AU52W,5.305,2005-09-30
AU,AU,52W,AU52W,5.38,2005-10-31
AU,AU,52W,AU52W,5.31,2005-11-30
AU,AU,52W,AU52W,5.395,2005-12-31
AU,AU,52W,AU52W,5.4,2006-01-31
AU,AU,52W,AU52W,5.37,2006-02-28
AU,AU,52W,AU52W,5.445,2006-03-31
AU,AU,52W,AU52W,5.725,2006-04-30
AU,AU,52W,AU52W,5.71,2006-05-31
AU,AU,52W,AU52W,5.885,2006-06-30
AU,AU,52W,AU52W,6.1,2006-07-31
AU,AU,52W,AU52W,6.02,2006-08-31
AU,AU,52W,AU52W,5.98,2006-09-30
AU,AU,52W,AU52W,6.21,2006-10-31
AU,AU,52W,AU52W,6.16,2006-11-30
AU,AU,52W,AU52W,6.26,2006-12-31
AU,AU,52W,AU52W,6.13,2007-01-31
AU,AU,52W,AU52W,5.997,2007-02-28
AU,AU,52W,AU52W,6.35,2007-03-31
AU,AU,52W,AU52W,6.175,2007-04-30
AU,AU,52W,AU52W,6.227,2007-05-31
AU,AU,52W,AU52W,6.42,2007-06-30
AU,AU,52W,AU52W,6.445,2007-07-31
AU,AU,52W,AU52W,6.325,2007-08-31
AU,AU,52W,AU52W,6.395,2007-09-30
AU,AU,52W,AU52W,6.67,2007-10-31
AU,AU,52W,AU52W,6.525,2007-11-30
AU,AU,52W,AU52W,6.655,2007-12-31
AU,AU,52W,AU52W,6.69,2008-01-31
AU,AU,52W,AU52W,6.88,2008-02-29
AU,AU,52W,AU52W,6.68,2008-03-31
AU,AU,52W,AU52W,6.85,2008-04-30
AU,AU,52W,AU52W,6.92,2008-05-31
AU,AU,52W,AU52W,6.905,2008-06-30
AU,AU,52W,AU52W,6.505,2008-07-31
AU,AU,52W,AU52W,5.918,2008-08-31
AU,AU,52W,AU52W,5.2,2008-09-30
AU,AU,52W,AU52W,4.14,2008-10-31
AU,AU,52W,AU52W,2.89,2008-11-30
AU,AU,52W,AU52W,2.89,2008-12-31
AU,AU,52W,AU52W,2.595,2009-01-31
AU,AU,52W,AU52W,2.75,2009-02-28
AU,AU,52W,AU52W,2.86,2009-03-31
AU,AU,52W,AU52W,2.685,2009-04-30
AU,AU,52W,AU52W,3.027,2009-05-31
AU,AU,52W,AU52W,3.44,2009-06-30
AU,AU,52W,AU52W,3.598,2009-07-31
AU,AU,52W,AU52W,4.05,2009-08-31
AU,AU,52W,AU52W,3.925,2009-09-30
AU,AU,52W,AU52W,4.3,2009-10-31
AU,AU,52W,AU52W,4.13,2009-11-30
AU,AU,52W,AU52W,4.23,2009-12-31
AU,AU,52W,AU52W,4.22,2010-01-31
AU,AU,52W,AU52W,4.227,2010-02-28
AU,AU,52W,AU52W,4.558,2010-03-31
AU,AU,52W,AU52W,4.475,2010-04-30
AU,AU,52W,AU52W,4.2,2010-05-31
AU,AU,52W,AU52W,4.448,2010-06-30
AU,AU,52W,AU52W,4.51,2010-07-31
AU,AU,52W,AU52W,4.255,2010-08-31
AU,AU,52W,AU52W,4.625,2010-09-30
AU,AU,52W,AU52W,4.543,2010-10-31
AU,AU,52W,AU52W,4.843,2010-11-30
AU,AU,52W,AU52W,4.95,2010-12-31
AU,AU,52W,AU52W,4.76,2011-01-31
AU,AU,52W,AU52W,4.8,2011-02-28
AU,AU,52W,AU52W,4.798,2011-03-31
AU,AU,52W,AU52W,4.885,2011-04-30
AU,AU,52W,AU52W,4.778,2011-05-31
AU,AU,52W,AU52W,4.745,2011-06-30
AU,AU,52W,AU52W,4.455,2011-07-31
AU,AU,52W,AU52W,3.763,2011-08-31
AU,AU,52W,AU52W,3.765,2011-09-30
AU,AU,52W,AU52W,4.082,2011-10-31
AU,AU,52W,AU52W,3.438,2011-11-30
AU,AU,52W,AU52W,3.493,2011-12-31
AU,AU,52W,AU52W,3.63,2012-01-31
AU,AU,52W,AU52W,3.977,2012-02-29
AU,AU,52W,AU52W,3.61,2012-03-31
AU,AU,52W,AU52W,3.223,2012-04-30
AU,AU,52W,AU52W,2.505,2012-05-31
AU,AU,52W,AU52W,2.922,2012-06-30
AU,AU,52W,AU52W,3.13,2012-07-31
AU,AU,52W,AU52W,3.043,2012-08-31
AU,AU,52W,AU52W,2.638,2012-09-30
AU,AU,52W,AU52W,2.665,2012-10-31
AU,AU,52W,AU52W,2.783,2012-11-30
AU,AU,52W,AU52W,2.632,2012-12-31
AU,AU,52W,AU52W,2.763,2013-01-31
AU,AU,52W,AU52W,2.672,2013-02-28
AU,AU,52W,AU52W,2.81,2013-03-31
AU,AU,52W,AU52W,2.602,2013-04-30
AU,AU,52W,AU52W,2.535,2013-05-31
AU,AU,52W,AU52W,2.481,2013-06-30
AU,AU,52W,AU52W,2.311,2013-07-31
AU,AU,52W,AU52W,2.395,2013-08-31
AU,AU,52W,AU52W,2.442,2013-09-30
AU,AU,52W,AU52W,2.551,2013-10-31
AU,AU,52W,AU52W,2.534,2013-11-30
AU,AU,52W,AU52W,2.508,2013-12-31
AU,AU,52W,AU52W,2.396,2014-01-31
AU,AU,52W,AU52W,2.433,2014-02-28
AU,AU,52W,AU52W,2.603,2014-03-31
AU,AU,52W,AU52W,2.603,2014-04-30
AU,AU,52W,AU52W,2.558,2014-05-31
AU,AU,52W,AU52W,2.474,2014-06-30
AU,AU,52W,AU52W,2.562,2014-07-31
AU,AU,52W,AU52W,2.503,2014-08-31
AU,AU,52W,AU52W,2.593,2014-09-30
AU,AU,52W,AU52W,2.514,2014-10-31
AU,AU,52W,AU52W,2.503,2014-11-30
AU,AU,52W,AU52W,2.299,2014-12-31
AU,AU,52W,AU52W,2.029,2015-01-31
AU,AU,52W,AU52W,1.881,2015-02-28
AU,AU,52W,AU52W,1.806,2015-03-31
AU,AU,52W,AU52W,1.989,2015-04-30
AU,AU,52W,AU52W,1.917,2015-05-31
AU,AU,52W,AU52W,1.957,2015-06-30
AU,AU,52W,AU52W,1.93,2015-07-31
AU,AU,52W,AU52W,1.878,2015-08-31
AU,AU,52W,AU52W,1.923,2015-09-30
AU,AU,52W,AU52W,1.798,2015-10-31
AU,AU,52W,AU52W,1.998,2015-11-30
AU,AU,52W,AU52W,2.027,2015-12-31
AU,AU,52W,AU52W,1.922,2016-01-31
AU,AU,52W,AU52W,1.933,2016-02-29
AU,AU,52W,AU52W,2.027,2016-03-31
AU,AU,52W,AU52W,1.905,2016-04-30
AU,AU,52W,AU52W,1.718,2016-05-31
AU,AU,52W,AU52W,1.601,2016-06-30
AU,AU,52W,AU52W,1.61,2016-07-31
AU,AU,52W,AU52W,1.445,2016-08-31
AU,AU,52W,AU52W,1.562,2016-09-30
AU,AU,52W,AU52W,1.641,2016-10-31
AU,AU,52W,AU52W,1.683,2016-11-30
AU,AU,52W,AU52W,1.735,2016-12-31
AU,AU,52W,AU52W,1.709,2017-01-31
AU,AU,52W,AU52W,1.615,2017-02-28
AU,AU,52W,AU52W,1.579,2017-03-31
AU,AU,52W,AU52W,1.619,2017-04-30
AU,AU,52W,AU52W,1.556,2017-05-31
AU,AU,52W,AU52W,1.641,2017-06-30
AU,AU,52W,AU52W,1.646,2017-07-31
AU,AU,52W,AU52W,1.676,2017-08-31
AU,AU,52W,AU52W,1.794,2017-09-30
AU,AU,52W,AU52W,1.746,2017-10-31
AU,AU,52W,AU52W,1.697,2017-11-30
AU,AU,52W,AU52W,1.817,2017-12-31
AU,AU,52W,AU52W,1.771,2018-01-31
AU,AU,52W,AU52W,1.855,2018-02-28
AU,AU,52W,AU52W,1.928,2018-03-31
AU,AU,52W,AU52W,1.975,2018-04-30
AU,AU,52W,AU52W,1.833,2018-05-31
AU,AU,52W,AU52W,1.939,2018-06-30
AU,AU,52W,AU52W,2.0,2018-07-31
AU,AU,52W,AU52W,1.975,2018-08-31
AU,AU,52W,AU52W,1.939,2018-09-30
AU,AU,52W,AU52W,1.93,2018-10-31
AU,AU,52W,AU52W,1.91,2018-11-30
AU,AU,52W,AU52W,1.944,2018-12-31
AU,AU,52W,AU52W,1.891,2019-01-31
AU,AU,52W,AU52W,1.751,2019-02-28
AU,AU,52W,AU52W,1.554,2019-03-31
AU,AU,52W,AU52W,1.429,2019-04-30
AU,AU,52W,AU52W,1.227,2019-05-31
AU,AU,52W,AU52W,1.048,2019-06-30
AU,AU,52W,AU52W,0.988,2019-07-31
AU,AU,52W,AU52W,0.907,2019-08-31
AU,AU,52W,AU52W,0.781,2019-09-30
AU,AU,52W,AU52W,0.856,2019-10-31
AU,AU,52W,AU52W,0.772,2019-11-30
AU,AU,52W,AU52W,0.938,2019-12-31
AU,AU,52W,AU52W,0.74,2020-01-31
AU,AU,52W,AU52W,0.631,2020-02-29
AU,AU,52W,AU52W,0.273,2020-03-31
AU,AU,52W,AU52W,0.22,2020-04-30
AU,AU,52W,AU52W,0.279,2020-05-31
AU,AU,52W,AU52W,0.263,2020-06-30
AU,AU,52W,AU52W,0.249,2020-07-31
AU,AU,52W,AU52W,0.21,2020-08-31
AU,AU,52W,AU52W,0.124,2020-09-30
AU,AU,52W,AU52W,0.074,2020-10-31
AU,AU,52W,AU52W,0.027,2020-11-30
AU,AU,52W,AU52W,0.048,2020-12-31
AU,AU,52W,AU52W,0.051,2021-01-31
AU,AU,52W,AU52W,0.06,2021-02-28
AU,AU,52W,AU52W,0.037,2021-03-31
