ticker,exchange,asof,1M_pct,YTD_pct,1Y_pct,3Y_ann_pct,5Y_ann_pct
VWCE,XETRA,2025-11-30,-0.4809674316339052,6.90876882196636,6.688273423688873,14.467472877205957,12.479271156430972
